epoch,loss,accuracy
197,0.019672691822052002,0.9550415277481079
198,0.019608626142144203,0.95494145154953
199,0.019570572301745415,0.9544407725334167
200,0.019509799778461456,0.953139066696167
201,0.019514886662364006,0.9533393383026123
202,0.019524291157722473,0.9528387188911438
203,0.019415447488427162,0.9538400173187256
204,0.019353637471795082,0.953139066696167
205,0.01931180991232395,0.953439474105835
206,0.019371315836906433,0.9522379040718079
207,0.019274329766631126,0.9545409083366394
208,0.019262172281742096,0.9541403651237488
209,0.01919218897819519,0.9526384472846985
210,0.019135121256113052,0.9544407725334167
211,0.019136451184749603,0.9542405009269714
212,0.019082985818386078,0.9541403651237488
213,0.01905416138470173,0.9545409083366394
214,0.018991218879818916,0.9545409083366394
215,0.01895158365368843,0.9542405009269714
216,0.0189399141818285,0.9540402293205261
217,0.018956424668431282,0.9542405009269714
218,0.018866481259465218,0.9535396099090576
219,0.018876545131206512,0.9550415277481079
220,0.018938956782221794,0.9540402293205261
221,0.018804434686899185,0.9539400935173035
222,0.0188897717744112,0.9538400173187256
223,0.01884317584335804,0.9539400935173035
224,0.01880256086587906,0.9548413157463074
225,0.018777145072817802,0.953439474105835
226,0.018701229244470596,0.9543406367301941
227,0.018750645220279694,0.9527385830879211
228,0.018682170659303665,0.9546410441398621
229,0.01865612156689167,0.9540402293205261
230,0.018700778484344482,0.9545409083366394
231,0.01867045648396015,0.9538400173187256
232,0.01854761689901352,0.9539400935173035
233,0.018611624836921692,0.9530389308929443
234,0.018520565703511238,0.9526384472846985
235,0.018567102029919624,0.9554420709609985
236,0.018532883375883102,0.9535396099090576
237,0.018496733158826828,0.9542405009269714
238,0.01849420741200447,0.9546410441398621
239,0.018473094329237938,0.9537398815155029
240,0.018406035378575325,0.9545409083366394
241,0.018468813970685005,0.9550415277481079
242,0.018328869715332985,0.9543406367301941
243,0.018342221155762672,0.9536397457122803
244,0.018438883125782013,0.9537398815155029
245,0.018360162153840065,0.9545409083366394
246,0.01830248162150383,0.9538400173187256
247,0.018353037536144257,0.9545409083366394
248,0.018323887139558792,0.9533393383026123
249,0.018320707604289055,0.953439474105835
250,0.018279610201716423,0.9551416635513306
251,0.018319031223654747,0.9546410441398621
252,0.018319321796298027,0.9529387950897217
253,0.01821949891746044,0.9544407725334167
254,0.018224632367491722,0.9543406367301941
255,0.018184145912528038,0.9543406367301941
256,0.018167538568377495,0.9544407725334167
257,0.01816239207983017,0.9541403651237488
258,0.01815318875014782,0.9543406367301941
259,0.0181113388389349,0.9547411799430847
260,0.018087182193994522,0.9544407725334167
261,0.018174363300204277,0.9538400173187256
262,0.018081827089190483,0.9547411799430847
263,0.018127072602510452,0.9543406367301941
264,0.018013423308730125,0.9544407725334167
265,0.018073037266731262,0.953439474105835
266,0.018047822639346123,0.9526384472846985
267,0.018023937940597534,0.9540402293205261
268,0.018088847398757935,0.9538400173187256
269,0.01801317371428013,0.9540402293205261
270,0.018043994903564453,0.9540402293205261
271,0.017964115366339684,0.9532392024993896
272,0.01794234849512577,0.9550415277481079
273,0.017978530377149582,0.9551416635513306
274,0.017927469685673714,0.9554420709609985
275,0.01805000752210617,0.9540402293205261
276,0.01795993559062481,0.9548413157463074
277,0.01794356293976307,0.9546410441398621
278,0.018031882122159004,0.9540402293205261
279,0.017878321930766106,0.9555422067642212
280,0.01795896887779236,0.9540402293205261
281,0.01785462349653244,0.9547411799430847
282,0.01795467734336853,0.9540402293205261
283,0.017842289060354233,0.9543406367301941
284,0.017822856083512306,0.9552417993545532
285,0.01784193515777588,0.9547411799430847
286,0.017970751971006393,0.9541403651237488
287,0.017812365666031837,0.9543406367301941
288,0.0178520604968071,0.9530389308929443
289,0.01785963401198387,0.9541403651237488
290,0.017830459401011467,0.9533393383026123
291,0.017778722569346428,0.953139066696167
292,0.01778702437877655,0.9548413157463074
293,0.017825894057750702,0.9543406367301941
294,0.017793599516153336,0.95494145154953
295,0.017812855541706085,0.9535396099090576
296,0.01782047189772129,0.95494145154953
297,0.017644891515374184,0.9548413157463074
298,0.017791295424103737,0.9547411799430847
299,0.017763100564479828,0.9550415277481079
300,0.017689479514956474,0.9536397457122803
